number,brand,name,woody,balsamic,powdery,warm spicy,citrus,rose,fruity,fresh spicy,sweet,amber,floral,aromatic,ozonic,green,musky,aquatic,yellow floral,cacao,fresh,white floral,vanilla,herbal,aldehydic,tropical,leather,salty,coca-cola,gourmand,honey,sour,marine,earthy,patchouli,terpenic,animalic,smoky,soapy,tuberose,soft spicy,tobacco,coffee,narcotic,oud,conifer,caramel,coconut,cherry,cinnamon,nutty,bitter,almond,savory,love,like,dislike,winter,spring,summer,autumn,day,night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Radioactive Mushrooms in the Forest,Maya Radioactive Mushrooms in the Forest for women and men,0,32,0,0,0,0,0,112,0,0,0,130,0,0,0,0,0,0,0,52,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Radioactive Mushrooms in the Forest,Mermaid Radioactive Mushrooms in the Forest for women and men,0,0,0,0,130,0,0,104,0,0,70,100,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Radioactive Mushrooms in the Forest,Mornings Radioactive Mushrooms in the Forest for women and men,0,0,0,79,0,0,0,0,0,0,53,40,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Radioactive Mushrooms in the Forest,Toshi Radioactive Mushrooms in the Forest for women and men,0,0,0,0,62,0,0,87,0,0,0,130,0,68,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Radley,Radley Eau de Parfum Radley for women,85,127,0,0,0,0,0,0,85,0,0,0,0,0,85,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,66,1,100,66,1,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Rag & Bone,Amber Rag & Bone for women and men,0,27,21,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,100,50,1,1,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Rag & Bone,Bergamot Rag & Bone for women and men,0,0,13,0,130,0,0,65,0,0,20,39,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33,33,1,66,66,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Rag & Bone,Cypress Rag & Bone for women and men,130,0,0,0,0,0,0,59,0,0,0,101,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,1,50,50,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Rag & Bone,Encens Rag & Bone for women and men,1,130,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,100,1,1,66,1,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Rag & Bone,Neroli Rag & Bone for women and men,0,0,0,0,130,0,0,54,0,0,54,0,0,0,0,0,0,0,79,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,50,100,100,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Rag & Bone,Oud Rag & Bone for women and men,1,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,50,1,100,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Rag & Bone,Rose Rag & Bone for women and men,0,0,0,0,7,130,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,50,1,1,1,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Rallet,47 Vyatskaya St Rallet for women,106,0,0,86,0,0,103,0,0,0,130,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,50,100,100,50,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Rallet,Aqua Mystique Rallet for women,0,0,0,0,130,0,0,71,0,0,0,57,0,45,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,1,100,100,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Rallet,Flou Artistique Rallet for women,130,107,125,0,0,0,73,0,0,0,75,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,100,50,50,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Rallet,Sada Yakko Rallet for women,0,77,97,0,100,0,0,0,0,0,130,0,0,0,0,0,0,0,0,100,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Rallet,Soir Antique Rallet for women and men,130,61,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Rallet,Spectre Noir Rallet for women,130,0,0,0,123,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,61,0,0,67,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,1,50,1,1,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Ralph Lauren,Big Pony 1 Ralph Lauren for men,53,0,0,0,130,0,0,22,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,28,100,42,5,28,63,9,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Ralph Lauren,Big Pony 2 Ralph Lauren for men,0,0,0,109,0,0,0,0,104,0,0,0,0,0,115,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,100,67,40,20,10,46,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Ralph Lauren,Big Pony 3 Ralph Lauren for men,0,0,0,0,0,0,0,130,0,0,0,61,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,100,42,6,53,58,10,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Ralph Lauren,Big Pony 4 Ralph Lauren for men,85,0,0,0,130,0,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,38,8,42,53,20,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Ralph Lauren,Chaps Ralph Lauren for men,130,0,0,96,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,100,50,43,16,8,50,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Ralph Lauren,Chaps 2007 Ralph Lauren for men,0,0,0,74,54,0,0,82,0,0,49,130,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,28,42,71,14,1,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Abbott New York City,Mojave Abbott New York City for women and men,0,0,0,31,0,0,0,130,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,50,75,25,75,75,50,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Abbott New York City,Sequoia Abbott New York City for women and men,130,128,0,56,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,100,1,57,57,14,71,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Abbott New York City,Telluride Abbott New York City for women and men,79,130,86,111,0,0,0,0,0,95,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,60,80,60,20,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Abbott New York City,The Cape Abbott New York City for women and men,58,0,0,92,51,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,1,100,66,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Abdul Karim Al Faransi,Oud Abiyad Origins Abdul Karim Al Faransi for women and men,44,0,0,0,130,0,0,61,0,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,1,100,1,1,100,100,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Abdul Karim Al Faransi,Oud Assam Abdul Karim Al Faransi for women and men,130,46,39,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,100,1,1,1,100,50,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Abdul Karim Al Faransi,Oud Abyad Abdul Karim Al Faransi for women and men,58,0,0,0,130,0,0,72,0,0,0,0,0,52,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33,33,50,83,66,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Abdul Karim Al Faransi,Oud Al Amir Abdul Karim Al Faransi for men,89,0,0,0,0,0,41,0,121,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,100,23,5,52,17,5,41,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Abdul Karim Al Faransi,Oud Borneo Abdul Karim Al Faransi for men,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,100,33,16,66,1,1,66,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Abdul Karim Al Faransi,Oud Cambodi Abdul Karim Al Faransi for men,43,130,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,100,33,1,66,50,1,66,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Abdul Karim Al Faransi,Oud Hindi Royal Abdul Karim Al Faransi for men,119,0,0,0,0,0,40,0,130,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,1,80,20,1,80,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Abdul Karim Al Faransi,Oud Kalimantan Abdul Karim Al Faransi for men,108,109,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,69,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,100,50,1,75,25,25,75,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Abdul Karim Al Faransi,Amber 4000 Abdul Karim Al Faransi for men,75,74,61,130,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,1,42,57,42,71,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Abdul Karim Al Faransi,Amber Afghani Abdul Karim Al Faransi for men,0,0,0,107,0,0,0,0,0,130,0,0,0,37,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,100,28,1,57,28,1,71,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Abdul Karim Al Faransi,Amber Ash-Sheikh Abdul Karim Al Faransi for men,78,0,0,0,0,0,0,0,0,91,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,100,40,1,80,20,1,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Abdul Karim Al Faransi,AKAF-47 Abdul Karim Al Faransi for men,130,0,0,0,0,0,0,0,0,0,0,52,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,1,1,50,25,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Abdul Karim Al Faransi,Al Quds Abdul Karim Al Faransi for women and men,0,124,0,76,0,0,0,0,0,111,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,1,80,40,20,60,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Abdul Karim Al Faransi,Baghdad Abdul Karim Al Faransi for women and men,113,44,38,130,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,37,100,62,25,62,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Abdul Karim Al Faransi,Jakarta Abdul Karim Al Faransi for men,130,39,0,0,0,51,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,33,100,66,100,66,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Abdul Karim Al Faransi,Mukhallat Al Farisi Abdul Karim Al Faransi for men,130,48,45,129,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,16,100,33,33,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Abdul Karim Al Faransi,Mukhallat At-Tabari Abdul Karim Al Faransi for men,75,0,0,0,0,130,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,33,100,16,50,16,1,33,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Abdul Karim Al Faransi,Mukhallat Bushi Sensei Abdul Karim Al Faransi for women and men,130,0,0,0,0,0,0,0,0,0,45,0,0,101,0,52,0,0,48,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,1,22,22,22,11,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Abdul Karim Al Faransi,Mukhallat di Corleone Abdul Karim Al Faransi for men,98,68,0,117,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,65,0,0,0,0,0,0,0,0,0,100,40,20,20,100,80,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Abdul Karim Al Faransi,Mukhallat Thai-Zone Abdul Karim Al Faransi for men,130,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,1,1,50,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Abdul Karim Al Faransi,RBX 59 Abdul Karim Al Faransi for men,108,98,0,0,0,0,0,0,104,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,14,1,42,57,28,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Abdul Karim Al Faransi,Sheikh Al Faransi Abdul Karim Al Faransi for men,50,0,0,0,0,0,0,0,82,130,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,100,30,80,90,30,10,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Abdul Karim Al Faransi,Singapore Abdul Karim Al Faransi for men,130,0,0,0,0,0,0,61,0,0,0,0,0,72,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,100,1,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Abdul Karim Al Faransi,Bosaso Abdul Karim Al Faransi for women and men,0,0,0,0,0,0,130,0,89,0,0,0,42,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,1,50,50,100,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Abdul Karim Al Faransi,Bushra Abdul Karim Al Faransi for women and men,0,0,0,0,130,0,0,0,31,0,0,0,0,29,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,78,0,0,0,0,0,0,0,1,100,1,1,33,33,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Abdul Karim Al Faransi,Caribbean Musk Abdul Karim Al Faransi for women and men,0,0,0,0,0,0,74,0,78,0,130,0,0,0,0,0,0,0,90,0,83,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,1,1,66,100,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Abdul Karim Al Faransi,Juwayriya Abdul Karim Al Faransi for women and men,0,0,0,0,0,0,98,0,130,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,1,1,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Abdul Karim Al Faransi,Kayseri Abdul Karim Al Faransi for women and men,0,0,0,0,0,130,49,0,0,0,0,0,114,0,0,98,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,25,1,1,100,100,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Abdul Karim Al Faransi,Mukhallat Jamaiki Abdul Karim Al Faransi for women and men,90,0,0,0,0,0,0,0,52,0,51,0,0,0,58,84,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,1,100,100,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Abdul Karim Al Faransi,Musk Massilia No.2 Abdul Karim Al Faransi for women and men,0,0,0,0,0,0,0,104,98,0,100,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,100,33,1,66,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Abdul Karim Al Faransi,Roots Abdul Karim Al Faransi for women and men,111,0,0,0,0,0,0,0,0,130,0,78,0,67,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Abdul Karim Al Faransi,Tahiti Abdul Karim Al Faransi for women and men,91,64,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,75,1,1,25,75,50,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Abdul Karim Al Faransi,Wasima Abdul Karim Al Faransi for women and men,0,0,0,0,0,0,100,0,130,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,0,0,0,0,100,1,1,1,100,100,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Abdul Karim Al Faransi,Imperial Asiatic Musk Abdul Karim Al Faransi for women and men,130,65,55,0,0,0,0,0,0,52,0,0,0,52,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,25,1,25,50,50,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
